x coord, y coord, z coord, scalar
28.1029, 21.5138, 23.1174, 50571.5
29.3324, 23.0645, 18.2502, 49732.4
33.6109, 35.8436, 20.2462, 58581.7
22.0668, 5.97393, 52.5878, 79775.5
48.1545, 6.70338, 50.4801, 78817.6
21.4651, 3.48072, 52.9279, 82786.2
38.6626, 12.569, 59.7153, 84057.5
38.1971, 35.2103, 27.0717, 61215.3
29.4304, 6.76969, 51.779, 74134.2
28.3078, 23.0863, 21.3846, 50296.6
43.6259, 17.0009, 34.4026, 58788.8
14.2512, 29.9593, -11.228, 92476.6
13.3314, 29.4408, -16.2469, 101527
19.7473, 29.2024, -3.90483, 75305.3
26.9488, 28.0921, 3.02552, 63030.1
14.5441, 32.631, -19.2016, 108788
23.0048, 18.3897, 4.15856, 62855.7
24.7433, 16.9902, 14.4724, 53803.9
24.1168, 13.4257, 0.417533, 69473.7
48.7173, 10.6476, 42.0066, 71987.8
45.374, 14.1857, 38.8365, 63944
28.5261, 27.2871, 4.93621, 60491.9
31.5771, 23.8301, 20.8448, 49884.1
39.7122, 10.6916, 61.1172, 87607.6
24.4971, 16.0629, 9.21687, 58099
40.3752, 23.7753, 29.6477, 54938.5
35.4615, 12.8105, 57.8024, 79963.9
35.3181, 33.8176, 22.0122, 56347.4
48.817, 8.94549, 48.699, 75761.4
26.1486, 17.6009, 4.62754, 60735.8
23.509, 15.5918, 12.1062, 57197.9
30.8085, 23.0872, 19.4072, 49854.4
48.1499, 13.9421, 44.4004, 71643.5
39.306, 34.8286, 28.9172, 62158.3
